,game_id,attendance,venue_id,venue_time_zone,home_time_zone,away_time_zone,home_points,away_points,home_rank,away_rank,home_field_goal_att,away_field_goal_att,home_field_goal_made,away_field_goal_made,home_field_goal_pct,away_field_goal_pct,home_3pt_att,away_3pt_att,home_3pt_made,away_3pt_made,home_3pt_pct,away_3pt_pct,home_free_throw_att,away_free_throw_att,home_free_throw_made,away_free_throw_made,home_free_throw_pct,away_free_throw_pct,home_rebounds,away_rebounds,home_assists,away_assists,home_steals,away_steals,home_blocks,away_blocks,home_turnovers,away_turnovers,home_fouls,away_fouls
330,f9c40854-7321-4fec-95d0-e2a0e00273fb,2459.0,5fa7b2f4-dd50-43b5-a91f-f234ed6a82a3,US/Eastern,US/Eastern,US/Eastern,82,87,0.0,0.0,58.0,65.0,29.0,29.0,50.0,44.6,24.0,26.0,7.0,12.0,29.2,46.2,24.0,22.0,17.0,17.0,70.8,77.3,27.0,45.0,15.0,14.0,7.0,5.0,3.0,2.0,10.0,15.0,13.0,19.0
331,fc11b01a-29d8-4578-98bb-053d55f36c57,17892.0,5a50d887-0605-479c-b6bc-7b1077db5766,US/Eastern,US/Eastern,US/Eastern,102,86,1.0,0.0,58.0,73.0,35.0,36.0,60.3,49.3,20.0,24.0,5.0,8.0,25.0,33.3,38.0,9.0,27.0,6.0,71.1,66.7,32.0,35.0,14.0,10.0,6.0,5.0,8.0,1.0,8.0,14.0,14.0,26.0
332,feed4e87-516a-4c38-8f1e-e6ae2f832471,2092.0,d8e571a8-3eac-41a7-bbc3-bdf08c40d156,US/Eastern,US/Eastern,US/Central,89,74,0.0,0.0,60.0,64.0,35.0,29.0,58.3,45.3,19.0,31.0,8.0,12.0,42.1,38.7,15.0,13.0,11.0,4.0,73.3,30.8,42.0,22.0,20.0,9.0,5.0,8.0,3.0,3.0,16.0,9.0,16.0,15.0
333,74a1edc3-b637-473c-b424-cc57d767880a,1363.0,6653af89-47ba-4421-8dbb-154f04c3b25e,US/Central,US/Central,US/Central,75,58,0.0,0.0,53.0,64.0,25.0,24.0,47.2,37.5,19.0,23.0,7.0,7.0,36.8,30.4,24.0,6.0,18.0,3.0,75.0,50.0,40.0,32.0,19.0,8.0,9.0,9.0,3.0,3.0,15.0,16.0,12.0,21.0
334,3201768a-af4c-49ed-9d55-ae2a7dfcce0c,1127.0,65f50512-6cba-45c7-9055-e68f1c8db0d2,US/Eastern,US/Eastern,,110,47,0.0,0.0,74.0,61.0,41.0,20.0,55.4,32.8,33.0,19.0,16.0,5.0,48.5,26.3,13.0,2.0,12.0,2.0,92.3,100.0,52.0,22.0,30.0,8.0,10.0,7.0,7.0,3.0,10.0,17.0,10.0,12.0
335,35043585-a0c8-45bb-ae48-bbb1de230570,20014.0,fc615ca5-dff2-4477-b494-8acd27938c97,US/Eastern,US/Eastern,US/Eastern,77,52,4.0,0.0,61.0,66.0,28.0,20.0,45.9,30.3,19.0,26.0,11.0,7.0,57.9,26.9,15.0,8.0,10.0,5.0,66.7,62.5,46.0,35.0,22.0,13.0,9.0,8.0,11.0,1.0,15.0,11.0,7.0,16.0
336,3e4cdc48-f9e0-4402-a166-eb381302cc0b,14876.0,9cfb4bc5-e327-4e7a-bc26-ef57336d45b3,US/Eastern,US/Eastern,US/Central,63,44,0.0,0.0,48.0,53.0,24.0,15.0,50.0,28.3,19.0,24.0,2.0,4.0,10.5,16.7,17.0,11.0,13.0,10.0,76.5,90.9,42.0,22.0,13.0,6.0,2.0,4.0,2.0,1.0,14.0,7.0,17.0,17.0
337,21be917d-e8c3-4469-9668-42857207edaa,5185.0,74004fda-5a29-4769-99e7-b1c147ba37db,US/Eastern,US/Eastern,US/Eastern,83,69,0.0,0.0,53.0,59.0,29.0,28.0,54.7,47.5,22.0,13.0,9.0,3.0,40.9,23.1,25.0,17.0,16.0,10.0,64.0,58.8,36.0,30.0,19.0,10.0,5.0,7.0,4.0,1.0,11.0,12.0,16.0,22.0
338,1ccac59b-0b5b-47b7-8ce4-bc0c8209f95f,13380.0,874fedd5-4ab8-41fd-8b33-1ad9e93ed73a,US/Eastern,US/Eastern,US/Eastern,60,58,0.0,0.0,64.0,61.0,22.0,23.0,34.4,37.7,26.0,18.0,10.0,7.0,38.5,38.9,13.0,9.0,6.0,5.0,46.2,55.6,50.0,32.0,12.0,13.0,6.0,9.0,4.0,4.0,19.0,13.0,15.0,17.0
339,4bb972d6-bf1d-4f2c-91ef-e909c34eec08,6814.0,a04a20be-10b1-4556-bdc1-5874dfbd589e,US/Eastern,US/Eastern,US/Central,68,55,0.0,0.0,53.0,61.0,24.0,20.0,45.3,32.8,27.0,22.0,8.0,3.0,29.6,13.6,15.0,17.0,12.0,12.0,80.0,70.6,38.0,36.0,10.0,5.0,4.0,7.0,4.0,2.0,11.0,8.0,12.0,15.0
340,5eb3114b-2f67-45c6-af03-d01ffba37769,3517.0,d5eb4678-13a8-40c7-901e-ca1cdf416d6e,US/Eastern,US/Eastern,,104,55,0.0,0.0,72.0,47.0,43.0,19.0,59.7,40.4,30.0,16.0,12.0,7.0,40.0,43.8,10.0,15.0,6.0,10.0,60.0,66.7,42.0,20.0,27.0,8.0,8.0,2.0,3.0,1.0,7.0,19.0,14.0,12.0
341,1b25969d-1725-446a-b705-88724cca41e9,6283.0,c06cdbce-91ba-4306-b31c-97df5cbf2515,US/Mountain,US/Mountain,US/Pacific,72,44,0.0,0.0,52.0,57.0,25.0,17.0,48.1,29.8,20.0,17.0,9.0,4.0,45.0,23.5,20.0,11.0,13.0,6.0,65.0,54.5,39.0,33.0,19.0,11.0,5.0,5.0,5.0,3.0,10.0,12.0,10.0,19.0
342,73b171d5-feb5-482f-96e8-44e86dda67e3,6175.0,c0cb7e8d-05c3-41db-9874-7a6436ca3800,US/Central,US/Central,US/Central,48,60,0.0,0.0,64.0,63.0,21.0,22.0,32.8,34.9,25.0,24.0,3.0,5.0,12.0,20.8,8.0,14.0,3.0,11.0,37.5,78.6,44.0,42.0,7.0,14.0,5.0,13.0,7.0,3.0,15.0,9.0,13.0,12.0
343,6db477e0-a677-4684-9311-7a3e3dec7a8c,,00fb9be2-49e7-4a66-a7a4-2140d3ce73c3,US/Eastern,US/Eastern,US/Eastern,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,71724a14-9ad7-4534-befc-3b0bd6e396bb,1919.0,41831bee-c14a-410b-b188-b41587a0bf3a,US/Eastern,US/Eastern,US/Eastern,71,59,0.0,0.0,47.0,65.0,22.0,23.0,46.8,35.4,22.0,12.0,7.0,3.0,31.8,25.0,30.0,21.0,20.0,10.0,66.7,47.6,39.0,39.0,10.0,7.0,2.0,6.0,4.0,3.0,13.0,9.0,20.0,25.0
345,b9d5aa21-8ba5-4aee-a655-2d16e53f4814,17927.0,d539b741-53e0-4050-8d9a-2b8d81e8c5f8,US/Central,US/Central,US/Pacific,60,50,0.0,0.0,59.0,47.0,22.0,17.0,37.3,36.2,20.0,16.0,5.0,1.0,25.0,6.3,18.0,23.0,11.0,15.0,61.1,65.2,32.0,38.0,9.0,6.0,11.0,5.0,4.0,9.0,9.0,16.0,20.0,20.0
346,ab0c1a22-72a0-48f6-a2c7-17f11fcd79b7,5213.0,b3dca541-859e-5301-bf90-4ec677a514a9,US/Eastern,US/Central,US/Eastern,73,54,0.0,0.0,55.0,49.0,29.0,16.0,52.7,32.7,14.0,27.0,7.0,6.0,50.0,22.2,13.0,24.0,8.0,16.0,61.5,66.7,43.0,25.0,17.0,13.0,9.0,8.0,0.0,1.0,14.0,9.0,21.0,15.0
347,f8ca626d-f992-4306-9411-92f752522406,3077.0,9871e0ac-0f28-4fa1-8728-a8e161972edf,US/Central,US/Central,US/Central,63,46,0.0,0.0,58.0,51.0,24.0,17.0,41.4,33.3,22.0,14.0,5.0,3.0,22.7,21.4,17.0,14.0,10.0,9.0,58.8,64.3,40.0,36.0,16.0,5.0,9.0,2.0,8.0,3.0,8.0,17.0,12.0,15.0
348,ccdcf013-a168-4dae-a083-562b0752efd9,10270.0,a48ecb87-3324-4b79-846e-a51d1c16d423,US/Central,US/Central,,95,59,20.0,0.0,52.0,55.0,27.0,18.0,51.9,32.7,22.0,29.0,10.0,8.0,45.5,27.6,38.0,20.0,31.0,15.0,81.6,75.0,45.0,23.0,14.0,13.0,8.0,6.0,6.0,1.0,15.0,14.0,23.0,25.0
349,38380dc5-b7c1-4c22-b6da-414d7345e26d,1400.0,88c938d4-47ec-45de-bd04-11c53cc36581,US/Central,US/Central,US/Central,75,55,0.0,0.0,56.0,51.0,27.0,17.0,48.2,33.3,19.0,29.0,7.0,7.0,36.8,24.1,21.0,23.0,14.0,14.0,66.7,60.9,39.0,32.0,16.0,13.0,14.0,9.0,3.0,3.0,15.0,19.0,19.0,18.0
350,3b1a183b-4fa2-4c11-b7eb-c8033feb7757,9121.0,0b181487-42ee-4324-9785-bf798c2b4c10,US/Central,US/Central,US/Eastern,67,59,15.0,0.0,52.0,62.0,21.0,22.0,40.4,35.5,25.0,14.0,5.0,2.0,20.0,14.3,32.0,25.0,20.0,13.0,62.5,52.0,41.0,43.0,12.0,7.0,11.0,10.0,7.0,1.0,20.0,17.0,22.0,23.0
351,7efcf510-66f0-4489-8809-db36605111a4,8483.0,1c6cc638-96cd-49fd-9668-64325c39d39b,US/Central,US/Central,US/Eastern,92,85,0.0,0.0,61.0,59.0,28.0,29.0,45.9,49.2,35.0,32.0,16.0,16.0,45.7,50.0,26.0,11.0,20.0,11.0,76.9,100.0,29.0,37.0,20.0,16.0,15.0,7.0,0.0,3.0,9.0,19.0,13.0,21.0
352,d5cabcc2-56df-476b-85f1-f05c95a0897a,3550.0,25272c55-5305-4004-91c8-6179630c4d52,US/Central,US/Central,US/Central,63,70,0.0,0.0,50.0,49.0,20.0,27.0,40.0,55.1,16.0,14.0,2.0,2.0,12.5,14.3,31.0,19.0,21.0,14.0,67.7,73.7,25.0,37.0,7.0,14.0,12.0,11.0,4.0,3.0,16.0,25.0,19.0,26.0
353,d7945746-6b84-4b0f-bbf0-bd1702a9b1f5,4908.0,225c0c88-bcd8-471e-a7a4-7cc06685add4,US/Central,US/Central,US/Central,66,58,0.0,0.0,46.0,56.0,22.0,23.0,47.8,41.1,14.0,10.0,3.0,3.0,21.4,30.0,28.0,13.0,19.0,9.0,67.9,69.2,33.0,32.0,10.0,9.0,5.0,7.0,5.0,2.0,13.0,10.0,13.0,24.0
354,af5d0b57-865c-439a-ac5c-f37052abfe8a,1378.0,3f06f591-522c-4219-8286-5a97836c6fd4,US/Central,US/Central,US/Central,83,61,0.0,0.0,49.0,61.0,31.0,23.0,63.3,37.7,14.0,21.0,6.0,4.0,42.9,19.0,24.0,16.0,15.0,11.0,62.5,68.8,37.0,30.0,14.0,6.0,6.0,3.0,0.0,3.0,13.0,10.0,17.0,21.0
355,aca78619-d57d-4916-8ca0-886b00daabed,837.0,de074131-0d69-4fff-b8cb-4b006c6c92ac,US/Central,US/Central,US/Mountain,83,74,0.0,0.0,52.0,62.0,26.0,25.0,50.0,40.3,17.0,21.0,7.0,5.0,41.2,23.8,35.0,26.0,24.0,19.0,68.6,73.1,33.0,37.0,15.0,12.0,10.0,13.0,5.0,4.0,18.0,19.0,21.0,21.0
356,ab1182fc-7805-4163-a81f-f9bf2d3f38a9,6782.0,fb318815-e6ad-4a68-bac1-1e3f64c39f3b,US/Central,US/Central,US/Central,77,58,0.0,0.0,44.0,52.0,23.0,20.0,52.3,38.5,16.0,18.0,6.0,8.0,37.5,44.4,35.0,12.0,25.0,10.0,71.4,83.3,35.0,24.0,7.0,12.0,11.0,11.0,3.0,0.0,19.0,21.0,17.0,22.0
357,e75f3629-10da-4398-86bc-2252eb3b89cb,11296.0,04c2567a-3a02-462b-b06b-5a4216dd30af,US/Central,US/Central,US/Eastern,112,71,0.0,0.0,79.0,67.0,41.0,28.0,51.9,41.8,23.0,26.0,11.0,9.0,47.8,34.6,27.0,8.0,19.0,6.0,70.4,75.0,42.0,40.0,25.0,7.0,7.0,3.0,3.0,5.0,4.0,22.0,9.0,26.0
358,fd13bb35-d506-417c-af71-804332fca6eb,10311.0,b1f268ba-88e4-42ee-a032-1012ed4e2181,US/Eastern,US/Eastern,US/Mountain,86,64,0.0,0.0,50.0,52.0,32.0,23.0,64.0,44.2,14.0,19.0,8.0,9.0,57.1,47.4,19.0,13.0,14.0,9.0,73.7,69.2,24.0,24.0,23.0,13.0,11.0,7.0,2.0,2.0,9.0,16.0,16.0,17.0
359,f0e73967-3c39-4984-b5f1-75b7905466b4,19200.0,a5718f89-a8e8-4fca-8015-4fcd7eb2353a,US/Central,US/Central,US/Eastern,74,48,10.0,0.0,65.0,45.0,30.0,17.0,46.2,37.8,16.0,17.0,2.0,4.0,12.5,23.5,18.0,17.0,12.0,10.0,66.7,58.8,38.0,29.0,17.0,7.0,13.0,4.0,4.0,0.0,13.0,30.0,19.0,17.0
360,112dac54-aa13-450b-a2b5-1330a386a6d1,5320.0,1819e403-3649-4114-af21-f21d70cceb61,US/Central,US/Central,US/Central,77,66,14.0,0.0,69.0,64.0,30.0,25.0,43.5,39.1,32.0,17.0,8.0,4.0,25.0,23.5,14.0,18.0,9.0,12.0,64.3,66.7,44.0,36.0,20.0,12.0,6.0,8.0,7.0,4.0,13.0,14.0,13.0,14.0
361,a4005e2a-2086-4335-994d-fba7cddeb87a,1319.0,410dd52e-6fd0-4da9-89a6-c9e434a35fe7,US/Mountain,US/Mountain,US/Central,80,77,0.0,0.0,47.0,59.0,24.0,28.0,51.1,47.5,27.0,21.0,14.0,7.0,51.9,33.3,22.0,19.0,18.0,14.0,81.8,73.7,29.0,30.0,18.0,11.0,6.0,7.0,2.0,3.0,17.0,13.0,21.0,20.0
362,486eb97f-9e53-41cc-b88a-153b1db0f58b,9728.0,6caffcfc-78c8-45ce-a590-a9cb9550989a,US/Central,US/Central,US/Eastern,87,70,5.0,0.0,57.0,48.0,28.0,24.0,49.1,50.0,38.0,17.0,15.0,6.0,39.5,35.3,25.0,21.0,16.0,16.0,64.0,76.2,34.0,29.0,20.0,13.0,12.0,8.0,3.0,0.0,15.0,19.0,20.0,18.0
363,5f8033e3-0f43-497d-8b22-4abbfc35284b,5097.0,505ec6d0-d2ec-4e8b-bbc1-fc0eec75117e,US/Central,US/Central,,95,62,0.0,0.0,74.0,77.0,35.0,26.0,47.3,33.8,40.0,33.0,15.0,10.0,37.5,30.3,15.0,0.0,10.0,0.0,66.7,0.0,44.0,48.0,22.0,6.0,8.0,4.0,12.0,1.0,6.0,16.0,2.0,13.0
364,2c7449ef-a16a-4762-91a8-084a71cebea1,575.0,72fd6b05-7cea-425c-8273-10fc41d5ebbf,US/Eastern,US/Eastern,US/Eastern,77,64,0.0,0.0,59.0,57.0,29.0,25.0,49.2,43.9,18.0,28.0,7.0,5.0,38.9,17.9,18.0,16.0,12.0,9.0,66.7,56.3,33.0,28.0,9.0,14.0,7.0,6.0,1.0,1.0,12.0,12.0,17.0,18.0
365,772d923e-7901-4caf-a543-becca1119088,7114.0,abbd0316-b3bc-4660-99bf-65b71f6a6221,US/Eastern,US/Eastern,US/Eastern,81,71,0.0,0.0,53.0,62.0,27.0,26.0,50.9,41.9,26.0,27.0,9.0,8.0,34.6,29.6,26.0,19.0,18.0,11.0,69.2,57.9,39.0,34.0,16.0,10.0,7.0,9.0,3.0,2.0,16.0,15.0,18.0,21.0
366,40937718-0394-46ae-9e14-f30ff5f60685,2889.0,ebab996a-c80b-429c-a415-1b23075c2cc5,US/Eastern,US/Eastern,US/Eastern,74,73,0.0,0.0,49.0,56.0,26.0,30.0,53.1,53.6,16.0,19.0,9.0,6.0,56.3,31.6,21.0,17.0,13.0,7.0,61.9,41.2,25.0,33.0,15.0,11.0,6.0,5.0,3.0,2.0,11.0,15.0,19.0,18.0
367,2fa0c0c6-6b52-4cf5-bf44-0b5a8788c61c,14204.0,5a9ddefc-2267-4fd1-8d6e-0f82163ce8bd,US/Eastern,US/Eastern,US/Eastern,88,83,22.0,0.0,60.0,64.0,29.0,29.0,48.3,45.3,21.0,15.0,5.0,5.0,23.8,33.3,40.0,27.0,25.0,20.0,62.5,74.1,41.0,36.0,15.0,9.0,8.0,7.0,5.0,2.0,11.0,11.0,21.0,28.0
368,d64df3c2-b9cd-489f-9237-cefdc9f027d3,,c38b45fa-9c9c-48c1-9856-1c8df393edfe,US/Mountain,US/Mountain,US/Central,84,62,0.0,0.0,56.0,58.0,25.0,20.0,44.6,34.5,24.0,23.0,11.0,8.0,45.8,34.8,27.0,22.0,23.0,14.0,85.2,63.6,46.0,31.0,16.0,10.0,5.0,11.0,6.0,3.0,15.0,11.0,24.0,23.0
369,d9fe26db-a13e-4478-9823-f8be66de6dcb,13487.0,c43702e3-e8c2-4375-855e-4bbb62177738,US/Eastern,US/Eastern,US/Eastern,89,42,18.0,0.0,54.0,41.0,30.0,16.0,55.6,39.0,25.0,11.0,13.0,3.0,52.0,27.3,25.0,15.0,16.0,7.0,64.0,46.7,35.0,21.0,23.0,5.0,9.0,3.0,8.0,0.0,6.0,21.0,20.0,21.0
370,4564f5e2-1ef8-4c37-bf37-15a2a4420fdb,4778.0,02ccdcd1-9754-4816-9c68-2f7b9a27f844,US/Pacific,US/Pacific,US/Eastern,60,43,0.0,0.0,54.0,48.0,22.0,15.0,40.7,31.3,18.0,13.0,4.0,3.0,22.2,23.1,17.0,16.0,12.0,10.0,70.6,62.5,34.0,35.0,10.0,8.0,10.0,3.0,4.0,4.0,10.0,16.0,19.0,17.0
371,6d367950-182c-4ea5-a2b6-364f4bd58293,15331.0,fd463a7b-f82c-47c3-bd18-334b5fd10c1f,US/Central,US/Central,US/Central,86,48,23.0,0.0,64.0,64.0,30.0,20.0,46.9,31.3,27.0,21.0,8.0,3.0,29.6,14.3,26.0,7.0,18.0,5.0,69.2,71.4,43.0,40.0,15.0,8.0,11.0,5.0,8.0,2.0,11.0,24.0,11.0,21.0
372,a7cda734-0d40-43eb-b7e3-646d1229f86b,13485.0,60c78748-ee0e-4764-9c8c-141e876d2abf,US/Mountain,US/Mountain,US/Central,95,78,17.0,0.0,55.0,69.0,30.0,25.0,54.5,36.2,20.0,23.0,5.0,8.0,25.0,34.8,46.0,30.0,30.0,20.0,65.2,66.7,51.0,33.0,24.0,14.0,6.0,12.0,6.0,1.0,19.0,11.0,22.0,35.0
373,1d074f4d-1c2f-431f-8ce8-c133eba79513,9466.0,7b2ab214-8e42-4736-b16c-1c91df7b509f,US/Mountain,US/Mountain,US/Central,80,74,0.0,0.0,66.0,61.0,29.0,31.0,43.9,50.8,19.0,20.0,6.0,7.0,31.6,35.0,23.0,6.0,16.0,5.0,69.6,83.3,34.0,34.0,19.0,16.0,4.0,2.0,1.0,5.0,6.0,15.0,9.0,20.0
374,3608a12d-14f2-4d23-9083-1b977e09e1cf,5028.0,f76571ff-1fbc-4b9d-b814-dd1fb6f48578,US/Mountain,US/Mountain,US/Central,80,69,0.0,0.0,49.0,59.0,26.0,25.0,53.1,42.4,21.0,27.0,8.0,12.0,38.1,44.4,27.0,10.0,20.0,7.0,74.1,70.0,38.0,25.0,20.0,11.0,4.0,6.0,2.0,0.0,10.0,10.0,16.0,25.0
375,82d017aa-1032-4fc4-a8f4-68f79fe65e35,,2e713b00-8015-42c7-813b-643f41b0d384,US/Hawaii,US/Pacific,US/Eastern,60,74,0.0,0.0,47.0,53.0,19.0,24.0,40.4,45.3,25.0,24.0,7.0,10.0,28.0,41.7,18.0,21.0,15.0,16.0,83.3,76.2,24.0,36.0,9.0,14.0,6.0,7.0,4.0,0.0,16.0,16.0,22.0,23.0
376,0630f978-7e36-442a-a35a-637a0c528d69,2977.0,fa4fcd34-792a-4cdc-a7df-a41e9d54a2b0,US/Central,US/Central,US/Central,86,74,0.0,0.0,56.0,61.0,33.0,23.0,58.9,37.7,19.0,26.0,9.0,6.0,47.4,23.1,13.0,26.0,11.0,22.0,84.6,84.6,33.0,27.0,14.0,11.0,6.0,6.0,8.0,4.0,14.0,9.0,19.0,9.0
377,a80c2045-4b4d-452d-826b-b83eb28968f8,1140.0,59a06e26-eb99-4f10-b1cc-0f5518f031e6,US/Pacific,US/Pacific,US/Pacific,74,71,0.0,0.0,68.0,55.0,26.0,26.0,38.2,47.3,22.0,21.0,8.0,7.0,36.4,33.3,17.0,15.0,14.0,12.0,82.4,80.0,33.0,38.0,16.0,10.0,8.0,4.0,2.0,8.0,8.0,17.0,16.0,18.0
378,27a998d9-ce33-475f-850a-f301033778f3,1607.0,a754c20f-392b-4ed1-82c0-ae3b51edd3d0,US/Pacific,US/Pacific,US/Pacific,98,91,0.0,0.0,56.0,81.0,27.0,35.0,48.2,43.2,22.0,41.0,9.0,11.0,40.9,26.8,44.0,13.0,35.0,10.0,79.5,76.9,43.0,36.0,16.0,16.0,2.0,6.0,5.0,3.0,15.0,7.0,18.0,33.0
379,3b79a5b1-bec0-4687-9bae-f38fc15b5e24,5050.0,efd4a16a-daaf-4315-b753-c87e88ac050f,US/Pacific,US/Pacific,US/Eastern,59,43,0.0,0.0,42.0,41.0,20.0,16.0,47.6,39.0,19.0,23.0,7.0,7.0,36.8,30.4,17.0,7.0,12.0,4.0,70.6,57.1,28.0,22.0,12.0,11.0,6.0,5.0,1.0,3.0,11.0,17.0,16.0,15.0
380,848c0899-4110-4108-98c8-3f87edbf6e00,12414.0,79da0063-8ef0-4c77-ac98-26e724b0c2f9,US/Pacific,US/Pacific,US/Mountain,82,75,19.0,0.0,65.0,61.0,26.0,28.0,40.0,45.9,14.0,26.0,4.0,9.0,28.6,34.6,37.0,16.0,26.0,10.0,70.3,62.5,39.0,37.0,15.0,10.0,16.0,5.0,4.0,4.0,10.0,20.0,19.0,26.0
381,a86b4e74-0408-48df-8c8a-11b5a824fcfb,6786.0,afe57543-ac2b-4b38-9f45-1b73ff001cc2,US/Pacific,US/Pacific,US/Eastern,75,67,0.0,0.0,72.0,67.0,29.0,23.0,40.3,34.3,13.0,29.0,3.0,8.0,23.1,27.6,19.0,16.0,14.0,13.0,73.7,81.3,48.0,39.0,13.0,7.0,5.0,1.0,8.0,3.0,6.0,9.0,17.0,18.0
382,698d905e-5455-4066-abe4-583b15717676,9811.0,e7547c99-c087-4245-b039-19dc1f8df1b0,US/Pacific,US/Pacific,US/Pacific,93,69,8.0,0.0,75.0,66.0,35.0,24.0,46.7,36.4,25.0,21.0,9.0,6.0,36.0,28.6,17.0,19.0,14.0,15.0,82.4,78.9,47.0,36.0,17.0,13.0,10.0,8.0,4.0,5.0,15.0,17.0,20.0,18.0
383,b51b4e73-2180-4d1b-bd70-9aefecc44945,6454.0,591ff737-8ad6-4a23-9de1-3721d5c4d8a1,US/Pacific,US/Pacific,US/Pacific,56,69,21.0,0.0,52.0,65.0,17.0,25.0,32.7,38.5,21.0,28.0,4.0,12.0,19.0,42.9,28.0,10.0,18.0,7.0,64.3,70.0,43.0,37.0,10.0,14.0,1.0,7.0,9.0,0.0,15.0,10.0,13.0,22.0
384,3261c751-6ee6-40fb-965e-0e474c1f798a,5067.0,2e713b00-8015-42c7-813b-643f41b0d384,US/Hawaii,US/Hawaii,US/Central,72,54,0.0,0.0,66.0,49.0,26.0,21.0,39.4,42.9,34.0,12.0,9.0,5.0,26.5,41.7,15.0,9.0,11.0,7.0,73.3,77.8,43.0,23.0,12.0,5.0,5.0,6.0,3.0,3.0,11.0,14.0,15.0,17.0
385,d72e2ec8-e494-4f91-a048-8542d081d7de,4583.0,f62d5b49-d646-56e9-ba60-a875a00830f8,US/Eastern,US/Eastern,US/Central,92,58,0.0,0.0,62.0,54.0,38.0,21.0,61.3,38.9,14.0,24.0,8.0,9.0,57.1,37.5,15.0,9.0,8.0,7.0,53.3,77.8,39.0,25.0,19.0,12.0,3.0,6.0,6.0,1.0,11.0,12.0,13.0,14.0
386,353d9a91-2ef8-4591-85cf-4d8ac6488b52,9488.0,1775fdf8-e2e2-4d4d-b83f-e98896bd95c7,US/Eastern,US/Eastern,US/Eastern,80,44,0.0,0.0,44.0,58.0,23.0,16.0,52.3,27.6,14.0,24.0,5.0,5.0,35.7,20.8,38.0,13.0,29.0,7.0,76.3,53.8,41.0,31.0,10.0,8.0,4.0,9.0,5.0,3.0,16.0,19.0,19.0,32.0
387,ac4221e0-80f7-456b-9679-eecb92ce29d5,1307.0,41300711-0d9a-4501-bda0-f2841fbdec2e,US/Central,US/Central,US/Eastern,80,61,0.0,0.0,58.0,64.0,28.0,23.0,48.3,35.9,22.0,21.0,9.0,5.0,40.9,23.8,21.0,22.0,15.0,10.0,71.4,45.5,41.0,38.0,16.0,9.0,6.0,9.0,5.0,0.0,11.0,12.0,19.0,23.0
388,fb5de1c3-df8d-475e-a90b-d9e3c4573a69,1143.0,c75510eb-181a-4213-a68c-2fdfd1525056,US/Eastern,US/Eastern,,87,44,0.0,0.0,70.0,55.0,32.0,18.0,45.7,32.7,24.0,28.0,8.0,8.0,33.3,28.6,19.0,2.0,15.0,0.0,78.9,0.0,45.0,33.0,17.0,10.0,18.0,8.0,8.0,2.0,11.0,27.0,6.0,16.0
389,f9a4dbbb-2a34-4795-8d22-2a50a0dab295,1949.0,8ae2e412-05c5-4501-9d57-f44a552f15a7,US/Eastern,US/Eastern,US/Eastern,62,97,0.0,0.0,56.0,56.0,18.0,29.0,32.1,51.8,22.0,18.0,4.0,7.0,18.2,38.9,25.0,41.0,22.0,32.0,88.0,78.0,26.0,39.0,10.0,15.0,16.0,14.0,6.0,2.0,30.0,26.0,25.0,23.0
390,990fc116-806d-43a5-a6ad-32efeff10aa5,677.0,ded3a083-3b90-4ba9-9b2f-412b32dd5739,US/Eastern,US/Eastern,US/Eastern,77,82,0.0,0.0,58.0,59.0,25.0,31.0,43.1,52.5,28.0,25.0,7.0,8.0,25.0,32.0,24.0,14.0,20.0,12.0,83.3,85.7,28.0,29.0,11.0,14.0,3.0,6.0,0.0,3.0,10.0,12.0,18.0,19.0
391,a59bd54a-9adf-460b-86f2-a8688520545b,12720.0,b5f6d7ee-034b-4653-b6da-e0a01ed6f91a,US/Eastern,US/Eastern,US/Eastern,72,73,0.0,0.0,59.0,65.0,30.0,31.0,50.8,47.7,18.0,16.0,5.0,5.0,27.8,31.3,8.0,11.0,7.0,6.0,87.5,54.5,35.0,32.0,9.0,12.0,8.0,9.0,2.0,1.0,19.0,13.0,9.0,9.0
392,23da0a22-04cd-4f5e-a1b1-7d73e78e1e5d,5626.0,5a08df5d-2e1d-4b75-8672-7815ee497a72,US/Eastern,US/Eastern,US/Eastern,81,70,0.0,0.0,50.0,55.0,26.0,25.0,52.0,45.5,22.0,16.0,12.0,6.0,54.5,37.5,19.0,24.0,17.0,14.0,89.5,58.3,32.0,32.0,17.0,14.0,8.0,7.0,3.0,3.0,13.0,13.0,19.0,15.0
393,c285031c-79ae-4fce-95a7-a6b104696adf,1374.0,45657556-c982-480a-a8fd-2e76e7982f74,US/Eastern,US/Eastern,US/Central,81,76,0.0,0.0,63.0,64.0,27.0,32.0,42.9,50.0,29.0,15.0,13.0,4.0,44.8,26.7,20.0,13.0,14.0,8.0,70.0,61.5,37.0,35.0,15.0,7.0,9.0,10.0,5.0,3.0,19.0,16.0,12.0,18.0
394,e31309ae-1eaa-4f8c-84e5-95cd8404adc9,3610.0,a3e5c367-dc92-4b58-b9be-a3b7de0187f8,US/Eastern,US/Eastern,US/Eastern,83,71,0.0,0.0,59.0,60.0,30.0,25.0,50.8,41.7,27.0,18.0,8.0,8.0,29.6,44.4,20.0,19.0,15.0,13.0,75.0,68.4,30.0,38.0,13.0,9.0,12.0,5.0,3.0,3.0,12.0,19.0,16.0,16.0
